,0,1,2,3,4,c_m,o_m,c_c,c_h,c_o,o_h,5,6,7,8,9,10,11,12,13,14,15
11,Pd,CH3CH2CO,4.8039,0.6121,2.134,1,1,2,5,1,0,86.81578583078249,48.450099588937704,30.858890714005824,20.750997762522605,0.34863317006131034,0.3224647334037706,0.2940211953561601,0.0,0.0,-0.3812170618334088,-0.8686656151484438
12,Pd,CH3CH2COO,4.8039,0.6121,2.134,0,2,2,5,2,0,98.54189121103751,68.18743170894571,47.74464063581789,29.32912143385743,16.615963185992783,0.3435221520492225,0.3232823792026837,0.2897575355925386,0.0,-0.393241519303765,-0.8746636852935795
13,Pd,CH3CH2COOH,4.8039,0.6121,2.134,0,0,2,5,2,1,98.56520387362049,68.51645988516468,47.95946712312299,29.622370975051645,16.771345260819928,0.34265980621909103,0.3218201175038327,0.2894877780331765,-0.3611891860375471,-0.5469709185208667,-0.8729496770790692
14,Pd,CH3CH3,4.8039,0.6121,2.134,0,0,1,6,0,0,48.65076347615555,28.336326067029454,0.3486875700841316,0.34788860879225114,0.29431682860574465,0.2940721033208112,0.0,0.0,0.0,-0.6008228575005119,-0.9550213976355892
15,Pd,CH3CHCO,4.8039,0.6121,2.134,2,0,2,4,1,0,89.81934444181394,48.417790449864675,30.079817738673025,17.999092064221976,0.32509207861235545,0.32324329348910363,0.0,0.0,0.0,-0.05855793956891634,-0.8148118090181564
16,Pd,CH3CHCOO,4.8039,0.6121,2.134,1,2,2,4,2,0,97.20969581537294,68.12935392354457,48.23653571623212,29.22626616440622,17.052531087109898,0.3278117858983829,0.3186621113548181,0.0,0.0,-0.08099588043333747,-0.8121556855873228
17,Pd,CH3CHCOOH,4.8039,0.6121,2.134,1,0,2,4,2,1,97.8193834252593,68.519369812387,48.01597251572816,29.61746754735852,16.906784020767308,0.3238896353293331,0.32139355154575056,0.0,-0.054414437493938095,-0.5441356640233462,-0.8180053689596554
18,Pd,CHCH,4.8039,0.6121,2.134,2,0,1,2,0,0,51.58882174445962,23.352678948902632,0.033285574616829565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2585758691272331
19,Pd,CHCHCO,4.8039,0.6121,2.134,3,0,2,2,1,0,89.67758262141909,49.600412642599366,28.154876655633522,17.81769055093756,0.030131101262460824,0.0,0.0,0.0,0.0,0.0,-0.1896832537640168
20,Pd,CHCHCOOH,4.8039,0.6121,2.134,2,0,2,2,2,1,97.77689160140476,68.56730677693575,48.66682206478672,28.1492637416494,16.65906318805006,0.01602033639546835,0.0,0.0,0.0,-0.17930202160937353,-0.5483606497144947
21,Pd,CO,4.8039,0.6121,2.134,1,0,0,0,1,0,89.01493051918736,21.359869400048808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Pd,CO2,4.8039,0.6121,2.134,0,0,0,0,2,0,104.27043199101541,68.59842146031366,11.022641187717412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Pd,COOH,4.8039,0.6121,2.134,1,0,0,0,2,1,96.46381419697121,68.51136256178572,19.928863793245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5125459129553889
24,Pd,H2O,4.8039,0.6121,2.134,0,0,0,0,0,2,75.46694574092406,0.2340661645548562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1843171856685857
25,Pd,OH,4.8039,0.6121,2.134,0,1,0,0,0,1,74.52716844616653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5104737263562953
26,Pt,CH2C,4.336672,0.808692,1.84181,2,0,1,2,0,0,50.265762631279834,24.64489498198537,0.3430508439934695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5374980584067343
27,Pt,CH2CH,4.336672,0.808692,1.84181,2,0,1,3,0,0,48.991935766228245,26.42390386508407,0.3331833141337012,0.0,0.0,0.0,0.0,0.0,0.0,-0.03536592923057843,-0.4974466173635199
28,Pt,CH2CH2,4.336672,0.808692,1.84181,2,0,1,4,0,0,48.96375923615226,27.042732316224214,0.3705181279345044,0.2988468466316927,0.0,0.0,0.0,0.0,0.0,-0.3199126431874135,-0.6397334849034368
29,Pt,CH2CHCO,4.336672,0.808692,1.84181,3,1,2,3,1,0,86.42291855857708,49.70213297171765,30.241644146394247,19.48252928905825,0.3331444208531532,0.0,0.0,0.0,0.0,-0.07054145345836407,-0.5208176150539718
30,Pt,CH2CHCOOH,4.336672,0.808692,1.84181,2,0,2,3,2,1,98.13208730714749,68.48886025890424,48.069457915427535,28.924798554613872,16.787550381529506,0.3334985292622776,0.0,0.0,-0.0694822171036487,-0.5030123576563054,-0.5560533342265906
31,Pt,CH3C,4.336672,0.808692,1.84181,1,0,1,3,0,0,48.5986485033399,26.773772387273677,0.32481172425229754,0.3244894452950101,0.0,0.0,0.0,0.0,0.0,0.0,-0.8055116613089972
32,Pt,CH3CCO,4.336672,0.808692,1.84181,2,0,2,3,1,0,89.7592705846995,48.39331427577956,29.923568648977607,17.672274953811954,0.32645711987278075,0.32170291337456136,0.0,0.0,0.0,0.0,-0.8055781784278486
33,Pt,CH3CCOO,4.336672,0.808692,1.84181,1,1,2,3,2,0,99.2772145865538,67.72794534828515,47.5268668850249,28.58270252331037,16.107801227371972,0.32442980670904603,0.3215774265022637,0.0,0.0,0.0,-0.7608327658593124
34,Pt,CH3CCOOH,4.336672,0.808692,1.84181,1,1,2,3,2,1,98.00327550893051,68.28709061803124,47.62453569356694,29.477264039537808,16.887026977068277,0.3244065567349106,0.3200845379673275,0.0,0.0,-0.5439213673824357,-0.7720575265562118
35,Pt,CH3CH,4.336672,0.808692,1.84181,1,0,1,4,0,0,48.589723398160885,27.310758820941672,0.32609205610573144,0.32264993218417626,0.0,0.0,0.0,0.0,0.0,-0.04283195724665485,-0.7901818512939327
36,Pt,CH3CH2,4.336672,0.808692,1.84181,1,0,1,5,0,0,48.65888979155671,27.821536976306092,0.35256390293664874,0.3216937416950417,0.2971477833534549,0.0,0.0,0.0,0.0,-0.3902748363515545,-0.8453469606444206
37,Pt,CH3CH2CO,4.336672,0.808692,1.84181,1,1,2,5,1,0,85.6944295260248,48.54503372121211,31.23079847803889,21.422148959099246,0.3492143024710291,0.3225054984524801,0.29438881630856395,0.0,0.0,-0.3968163386465998,-0.8706926448724704
38,Pt,CH3CH2COO,4.336672,0.808692,1.84181,0,2,2,5,2,0,98.41135357092493,68.2415777285222,47.738163565071794,29.36179679441685,16.66958098538507,0.3439394366115667,0.3227716375096041,0.2901319402385593,0.0,-0.3943924978168436,-0.8772181229654644
39,Pt,CH3CH2COOH,4.336672,0.808692,1.84181,0,0,2,5,2,1,98.55954921938678,68.41405929505585,47.973702946267096,29.67859711952158,16.817560577620295,0.34237897914334353,0.3215226762414701,0.2891500298250834,-0.3665428899891069,-0.5468077323216511,-0.8754651828523338
40,Pt,CH3CH3,4.336672,0.808692,1.84181,0,0,1,6,0,0,48.64926764022221,28.343621510903358,0.3486925745607216,0.3477859015552926,0.29435041566143355,0.2938393645422825,0.0,0.0,0.0,-0.6029111071543866,-0.9584359014391016
41,Pt,CH3CHCO,4.336672,0.808692,1.84181,2,0,2,4,1,0,89.79663639590612,48.29287475723776,29.90334363189879,18.33153147540448,0.32471913527913165,0.3236724927774665,0.0,0.0,0.0,-0.05589441982147025,-0.8258731505943651
42,Pt,CH3CHCOO,4.336672,0.808692,1.84181,1,2,2,4,2,0,97.04003659736544,68.13612301373507,48.166071811056526,29.33148413767497,17.19296102143172,0.32610463082636043,0.3205876533304182,0.0,0.0,-0.08263370882543697,-0.8230301186966432
43,Pt,CH3CHCOOH,4.336672,0.808692,1.84181,1,0,2,4,2,1,98.01109237232436,68.36058814732665,47.90588004623982,29.590971060722453,17.011283886848414,0.32350636784090503,0.32259294776497616,0.0,-0.050322425037315405,-0.5429719919736006,-0.8249153741582086
44,Pt,CHCH,4.336672,0.808692,1.84181,2,0,1,2,0,0,50.80545847983522,24.12686317859809,0.02577453395551803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24188579353697665
45,Pt,CHCHCO,4.336672,0.808692,1.84181,3,0,2,2,1,0,89.73147283700901,48.71043970045288,28.4682853773668,18.340400797631162,0.01585794257500911,0.0,0.0,0.0,0.0,0.0,-0.17544633694690526
46,Pt,CHCHCOOH,4.336672,0.808692,1.84181,2,0,2,2,2,1,98.17279947800554,68.37325510317687,47.94508860461578,28.49388963867241,16.824927961832472,0.008636861895241186,0.0,0.0,0.0,-0.1648927976863412,-0.5459998126135895
47,Pt,CO,4.336672,0.808692,1.84181,1,0,0,0,1,0,88.76459958244602,21.61020033679016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Pt,CO2,4.336672,0.808692,1.84181,0,0,0,0,2,0,104.26956055586734,68.59853578671074,11.023398296468343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Pt,COOH,4.336672,0.808692,1.84181,1,0,0,0,2,1,96.19146529672709,68.39377372302522,20.328775738463253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5225201191692292
50,Pt,H2O,4.336672,0.808692,1.84181,0,0,0,0,0,2,75.46107064000633,0.2347481575019016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.179124077697878
51,Pt,OH,4.336672,0.808692,1.84181,0,1,0,0,0,1,74.47014617562256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4534514558123419
52,Ru,CH2C,3.6412,-0.31956,1.4461600000000001,2,0,1,2,0,0,50.28258049417193,24.62080138072143,0.3404241342039637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5275956102455127
53,Ru,CH2CH,3.6412,-0.31956,1.4461600000000001,2,0,1,3,0,0,49.945260331685155,25.305911090506626,0.34329869653503703,0.16196954709464725,0.0,0.0,0.0,0.0,0.0,0.0,-0.5402292669695757
54,Ru,CH2CH2,3.6412,-0.31956,1.4461600000000001,2,0,1,4,0,0,49.592784902310804,26.226118464738736,0.3735982168924059,0.3065030950144444,0.0,0.0,0.0,0.0,0.0,-0.18459942702050985,-0.598194853083972
55,Ru,CH2CHCO,3.6412,-0.31956,1.4461600000000001,3,1,2,3,1,0,85.02656496228559,50.58615728383237,30.41145959187933,19.7058167531218,0.3394627193851469,0.0,0.0,0.0,0.0,-0.06420740441294183,-0.4142435880031738
56,Ru,CH2CHCOOH,3.6412,-0.31956,1.4461600000000001,2,0,2,3,2,1,97.50778639389765,68.49122876880368,48.827735440558634,28.826106124696175,16.628504434136428,0.3348483001326895,0.0,0.0,-0.07231545883728832,-0.3834534394166184,-0.5527355260730216
57,Ru,CH3C,3.6412,-0.31956,1.4461600000000001,1,0,1,3,0,0,48.30011800572857,27.065121797624112,0.3231221513821414,0.3230652529083056,0.0,0.0,0.0,0.0,0.0,0.0,-0.7952168087912289
58,Ru,CH3CCO,3.6412,-0.31956,1.4461600000000001,2,0,2,3,1,0,86.08235385958143,49.27422779664485,31.597476942538925,18.80354082551837,0.32326160625059663,0.3224694055294836,0.0,0.0,0.0,0.0,-0.8123201179755529
59,Ru,CH3CCOO,3.6412,-0.31956,1.4461600000000001,1,1,2,3,2,0,98.62510719853759,67.97533855333593,47.35006204611434,28.94998812915699,16.261784494160217,0.3250871057132392,0.3156337766199212,0.0,0.0,0.0,-0.6952962657400819
60,Ru,CH3CCOOH,3.6412,-0.31956,1.4461600000000001,1,1,2,3,2,1,97.22006701987864,68.34663676745821,47.79147967790447,30.02447319753099,16.839566258668597,0.3268671130479888,0.3114343334053352,0.0,0.0,-0.5480835353804554,-0.7047357946151389
61,Ru,CH3CH,3.6412,-0.31956,1.4461600000000001,1,0,1,4,0,0,48.04032510397408,27.586285102228675,0.3361113477738959,0.3230203890141669,0.22938179809558398,0.0,0.0,0.0,0.0,0.0,-0.7989133422345189
62,Ru,CH3CH2,3.6412,-0.31956,1.4461600000000001,1,0,1,5,0,0,48.274787375818434,27.97875523381589,0.3503852157782718,0.312855071685512,0.2898605518551859,0.0,0.0,0.0,0.0,-0.2337661456853639,-0.7566669044160251
63,Ru,CH3CH2CO,3.6412,-0.31956,1.4461600000000001,1,1,2,5,1,0,86.30152761922733,48.487297780559715,31.099783738808547,21.00664388715359,0.3501580737315954,0.3225908456599345,0.2949521042883626,0.0,0.0,-0.40528047293664893,-0.8666632584044814
64,Ru,CH3CH2COO,3.6412,-0.31956,1.4461600000000001,0,2,2,5,2,0,98.42384674914469,68.0578852097844,47.8062287973069,29.425007641600534,16.705664537632302,0.34330322627207105,0.3228134199414508,0.2895547483240827,0.0,-0.3917046060592319,-0.8748946860487408
65,Ru,CH3CH2COOH,3.6412,-0.31956,1.4461600000000001,0,0,2,5,2,1,98.5015540737266,68.51373474789861,47.84394523966673,29.565123304759,16.840802703113706,0.3448754858316386,0.32163708516416034,0.29086274526133243,-0.3272366218908091,-0.4096773210031939,-0.8779164046295107
66,Ru,CH3CH3,3.6412,-0.31956,1.4461600000000001,0,0,1,6,0,0,48.62741033761941,28.388728008422195,0.34797929424138146,0.34726192294939834,0.2937432026171402,0.2932253338485399,0.0,0.0,0.0,-0.6135317644754736,-0.9686059363707028
67,Ru,CH3CHCO,3.6412,-0.31956,1.4461600000000001,2,0,2,4,1,0,85.01173865994448,49.34333265581646,32.11856642423187,19.88003177101969,0.32389041416450604,0.3215349534928397,0.0,0.0,0.0,-0.07830694747622675,-0.8297776131053933
68,Ru,CH3CHCOO,3.6412,-0.31956,1.4461600000000001,1,2,2,4,2,0,96.15748078544412,68.10215265726966,48.179237267157966,29.8934909938169,17.510150443095338,0.3248227960993125,0.3197635290079148,0.0,0.0,-0.0844823863326467,-0.7949110476604166
69,Ru,CH3CHCOOH,3.6412,-0.31956,1.4461600000000001,1,0,2,4,2,1,95.43299008831387,68.91573726702967,48.464431519464405,30.44956252227872,17.57658325216728,0.3234958910959815,0.3217361737054014,0.0,-0.09062466174153086,-0.4846051196806803,-0.8016018947347561
70,Ru,CHCH,3.6412,-0.31956,1.4461600000000001,2,0,1,2,0,0,49.77808350760809,25.103233883645938,0.033585308302383515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1986923007045406
71,Ru,CHCHCO,3.6412,-0.31956,1.4461600000000001,3,0,2,2,1,0,85.06827893753001,50.66941722996463,29.959238989206597,19.500895185318406,0.07600708875799499,0.0,0.0,0.0,0.0,0.0,-0.18282711268956614
72,Ru,CHCHCOOH,3.6412,-0.31956,1.4461600000000001,2,0,2,2,2,1,97.75789550412665,68.40949639273494,49.14049806120803,28.00205104836604,16.389111959274686,0.12927134294945736,0.0,0.0,0.0,-0.16568841090615882,-0.5549308598553933
73,Ru,CO,3.6412,-0.31956,1.4461600000000001,1,0,0,0,1,0,90.5150962975342,19.859703621701968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Ru,CO2,3.6412,-0.31956,1.4461600000000001,0,0,0,0,2,0,98.28002895395943,68.46974118806624,17.141724497020775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Ru,COOH,3.6412,-0.31956,1.4461600000000001,1,0,0,0,2,1,95.41605397065207,68.28109903729971,21.201050699993747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5067090688990561
76,Ru,H2O,3.6412,-0.31956,1.4461600000000001,0,0,0,0,0,2,75.43912299747484,0.2384696253446767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1608979030093
77,Ru,OH,3.6412,-0.31956,1.4461600000000001,0,1,0,0,0,1,74.52399140007692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.507296680266677
78,Rh,CH2C,4.26048,0.18933,1.7671400000000002,2,0,1,2,0,0,50.447801600529004,24.45926714901341,0.3424702381706637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5333285888612015
79,Rh,CH2CH,4.26048,0.18933,1.7671400000000002,2,0,1,3,0,0,49.19147700118248,26.210475181083563,0.33339892760930434,0.0,0.0,0.0,0.0,0.0,0.0,-0.026995532000037518,-0.4921451790234829
80,Rh,CH2CH2,4.26048,0.18933,1.7671400000000002,2,0,1,4,0,0,50.726547912685454,25.36960242893621,0.3701177795526365,0.3089929810478363,0.0,0.0,0.0,0.0,0.0,-0.3196027706496591,-0.739447932720598
81,Rh,CH2CHCO,4.26048,0.18933,1.7671400000000002,3,1,2,3,1,0,86.0775046370438,50.11878302147649,30.314210255983024,19.338211796601158,0.3341383400253957,0.0,0.0,0.0,0.0,-0.06774623753511172,-0.5240914955067412
82,Rh,CH2CHCOOH,4.26048,0.18933,1.7671400000000002,2,0,2,3,2,1,97.96730135897384,68.51018025253072,49.528307284709356,27.95163681450966,16.504551351844814,0.3386626392155587,0.0,0.0,-0.08196265697623809,-0.5290686355477011,-0.5819033713616165
83,Rh,CH3C,4.26048,0.18933,1.7671400000000002,1,0,1,3,0,0,48.54242030039647,26.82462587059333,0.3242469975179533,0.3240239567983065,0.0,0.0,0.0,0.0,0.0,0.0,-0.7991067264541063
84,Rh,CH3CCO,4.26048,0.18933,1.7671400000000002,2,0,2,3,1,0,89.37578177600838,48.55751897247836,30.271143103330704,17.531404061210512,0.3242259462141595,0.3223900430139979,0.0,0.0,0.0,0.0,-0.7914535841681025
85,Rh,CH3CCOO,4.26048,0.18933,1.7671400000000002,1,1,2,3,2,0,98.96720025827422,67.8822039638828,47.45822766739558,28.700989614981125,16.159943983605928,0.3241368312802281,0.3180137786631244,0.0,0.0,0.0,-0.7030110601845375
86,Rh,CH3CCOOH,4.26048,0.18933,1.7671400000000002,1,1,2,3,2,1,97.54212989282354,68.35648261743829,47.7565880465795,29.716114747050074,16.86544199880662,0.3257810677050628,0.3149806771768896,0.0,0.0,-0.5445220310051435,-0.7252919786764008
87,Rh,CH3CH,4.26048,0.18933,1.7671400000000002,1,0,1,4,0,0,48.187676671308296,27.432372184807356,0.3376835969025824,0.3231045723563969,0.23704334843185726,0.0,0.0,0.0,0.0,0.0,-0.8016699749546187
88,Rh,CH3CH2,4.26048,0.18933,1.7671400000000002,1,0,1,5,0,0,48.58960452528983,27.858462294033192,0.35173873280357354,0.3209726037859616,0.29680676489405444,0.0,0.0,0.0,0.0,-0.3780584944893736,-0.8233160274653727
89,Rh,CH3CH2CO,4.26048,0.18933,1.7671400000000002,1,1,2,5,1,0,85.44267441484351,48.58075181288878,31.31622528994551,21.5399265996634,0.3487638856328903,0.3229699923369656,0.2939294437287408,0.0,0.0,-0.38789720244440096,-0.8663339185072466
90,Rh,CH3CH2COO,4.26048,0.18933,1.7671400000000002,0,2,2,5,2,0,98.43130800374216,68.13379443409646,47.774406032029354,29.39361060471402,16.686571224172532,0.3434903248482571,0.3228715050159293,0.2897278317111803,0.0,-0.3929297100480779,-0.8751452123834385
91,Rh,CH3CH2COOH,4.26048,0.18933,1.7671400000000002,0,0,2,5,2,1,98.51794840627836,68.54506292734061,47.8260031456395,29.554024279425978,16.829591745084915,0.345120588666517,0.3217230310230556,0.2910508934395987,-0.33252887250986074,-0.4124679898222319,-0.8778231166680027
92,Rh,CH3CH3,4.26048,0.18933,1.7671400000000002,0,0,1,6,0,0,48.64498926260941,28.35375814574493,0.34848680146616196,0.3475257131628696,0.2941961198543673,0.29359630386049845,0.0,0.0,0.0,-0.6055876686973445,-0.9607542791490524
93,Rh,CH3CHCO,4.26048,0.18933,1.7671400000000002,2,0,2,4,1,0,85.91190695129312,49.241837619402475,31.70683345516764,19.49872652012289,0.32502713093532865,0.32120414394761604,0.0,0.0,0.0,-0.08229297998309858,-0.8322325227979462
94,Rh,CH3CHCOO,4.26048,0.18933,1.7671400000000002,1,2,2,4,2,0,96.54814535385229,68.11516578387308,48.23196388119806,29.62124251725431,17.337096642024928,0.3257609027299143,0.3197083343627879,0.0,0.0,-0.08338528277458794,-0.8079930946224746
95,Rh,CH3CHCOOH,4.26048,0.18933,1.7671400000000002,1,0,2,4,2,1,96.5103199409848,68.73010723150685,48.28574242676983,30.011053909135235,17.31315067176201,0.3241365432490883,0.3219397021650004,0.0,-0.08447919995458833,-0.5001175109749919,-0.8041486767450073
96,Rh,CHCH,4.26048,0.18933,1.7671400000000002,2,0,1,2,0,0,50.8380341149325,24.08397241036525,0.03038528558184597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.236181412027694
97,Rh,CHCHCO,4.26048,0.18933,1.7671400000000002,3,0,2,2,1,0,89.29401051604178,50.10230217701422,27.926295002711807,17.921823488634733,0.04618499621379312,0.0,0.0,0.0,0.0,0.0,-0.1996058625281807
98,Rh,CHCHCOOH,4.26048,0.18933,1.7671400000000002,2,0,2,2,2,1,97.88219036414608,68.43385774148187,49.09577625613719,27.941796067478,16.360248760353738,0.11404201237082495,0.0,0.0,0.0,-0.16655129461547158,-0.5536548694540332
99,Rh,CO,4.26048,0.18933,1.7671400000000002,1,0,0,0,1,0,88.65765378275258,21.717146136483606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Rh,CO2,4.26048,0.18933,1.7671400000000002,0,0,0,0,2,0,98.61141203665078,68.29064166856828,16.989440933827453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Rh,COOH,4.26048,0.18933,1.7671400000000002,1,0,0,0,2,1,95.69913078140327,68.32939896338577,20.876044641291326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5130797470337711
102,Rh,H2O,4.26048,0.18933,1.7671400000000002,0,0,0,0,0,2,75.45129574784471,0.2365510598135777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1711520878480304
103,Rh,OH,4.26048,0.18933,1.7671400000000002,0,1,0,0,0,1,74.52648102138332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.509786301573115
104,Ni,ch2c,4.65592,-0.17346,2.32863,2,0,1,2,0,0,51.040070707274275,23.8726583606825,0.3423299521441755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.538848621249123
105,Ni,ch2ch,4.65592,-0.17346,2.32863,2,0,1,3,0,0,50.09794188942169,25.271349964240493,0.3397475372845564,0.0914816777511935,0.0,0.0,0.0,0.0,0.0,0.0,-0.5843106698459888
106,Ni,ch2ch2,4.65592,-0.17346,2.32863,2,0,1,4,0,0,49.91742697055936,26.01552314886601,0.3704287785919679,0.3052248151895744,0.0,0.0,0.0,0.0,0.0,-0.2532910025791564,-0.6391023117758574
107,Ni,ch2chco,4.65592,-0.17346,2.32863,3,1,2,3,1,0,86.11709621019907,50.58073904230337,30.01627948130919,19.164253883737572,0.3367487022239763,0.0,0.0,0.0,0.0,-0.06718338366863562,-0.5569236180164197
108,Ni,ch2chcooh,4.65592,-0.17346,2.32863,2,0,2,3,2,1,97.6581170795002,68.52162050234753,48.84152960635922,28.717334582446103,16.57657670704993,0.3343974841718956,0.0,0.0,-0.07733251606993201,-0.4060382784502952,-0.5585001294563521
109,Ni,ch3c,4.65592,-0.17346,2.32863,1,0,1,3,0,0,48.60314398254653,26.764011489521657,0.32407360300282817,0.3230550743960735,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980737506151472
110,Ni,ch3cco,4.65592,-0.17346,2.32863,2,0,2,3,1,0,87.04663629286385,49.195207789975775,31.441410747980214,18.07373046554981,0.3231986809625694,0.3227305129378191,0.0,0.0,0.0,0.0,-0.8119041721819085
111,Ni,ch3ccoo,4.65592,-0.17346,2.32863,1,1,2,3,2,0,97.91082547515127,68.28634605146488,47.528394442954024,29.01339999006721,16.506109683093467,0.3265719665178428,0.3185573471673712,0.0,0.0,0.0,-0.7824999185176724
112,Ni,ch3ccooh,4.65592,-0.17346,2.32863,1,1,2,3,2,1,97.31511265373769,68.38863557962526,47.71580808821263,29.884808164327602,16.93204159860057,0.3256327256052601,0.3161923878225529,0.0,0.0,-0.5427720217559882,-0.727754138277197
113,Ni,ch3ch,4.65592,-0.17346,2.32863,1,0,1,4,0,0,48.185698357366675,27.526908688602614,0.3300173526809013,0.32128325848450895,0.1531808306654226,0.0,0.0,0.0,0.0,0.0,-0.8008780889482519
114,Ni,ch3ch2,4.65592,-0.17346,2.32863,1,0,1,5,0,0,47.99606724131266,28.283454479115296,0.3478874610577631,0.32287925172776905,0.2928601978199896,0.0,0.0,0.0,0.0,-0.2030023437349116,-0.8239358884467048
115,Ni,ch3ch2co,4.65592,-0.17346,2.32863,1,1,2,5,1,0,87.19918331067335,48.459319380646,30.962822677105336,20.2442480295696,0.3431501314811897,0.3234025543002173,0.28970269783170416,0.0,0.0,-0.3683365476728226,-0.8624819158465794
116,Ni,ch3ch2coo,4.65592,-0.17346,2.32863,0,2,2,5,2,0,98.4617019594587,68.05555276490779,47.783866925629816,29.422012361562352,16.693520745415174,0.3430948964825189,0.3231782903715339,0.2894102672167341,0.0,-0.3908043561833652,-0.8738288169631715
117,Ni,ch3ch2cooh,4.65592,-0.17346,2.32863,0,0,2,5,2,1,98.45920024439106,68.48327886881829,47.98528002887539,29.67207208413945,16.822182881564185,0.3423897431019379,0.3218077025084731,0.2892307212209147,-0.3489598495536382,-0.545350359452923,-0.8734270277147952
